Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Paper,124,Recycling,Mumbai,2023
Paper,127,Recycling,Luckhnow,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,98,Landfill,Delhi,2021
Paper,160,Recycling,Bhopal,2022
Plastic,107,Recycling,Mumbai,2022
Organic,190,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Mumbai,2023
Organic,152,Composting,Pune,2023
Organic,167,Composting,Pune,2022
Plastic,92,Recycling,Luckhnow,2023
Plastic,109,Landfill,Delhi,2021
Organic,151,Composting,Bhubaneshwar,2023
Paper,145,Composting,Bhopal,2022
Organic,148,Composting,Bhubaneshwar,2022
Organic,200,Composting,Kolkata,2023
Plastic,101,Landfill,Bangalore,2023
Plastic,157,Composting,Delhi,2021
Paper,80,Recycling,Luckhnow,2023
Paper,171,Landfill,Bhopal,2022
Paper,116,Landfill,Bhopal,2022
Paper,82,Landfill,Bhopal,2021
Organic,157,Composting,Mumbai,2022
Plastic,82,Recycling,Mumbai,2023
Paper,103,Recycling,Luckhnow,2023
Paper,113,Landfill,Bhopal,2021
Organic,169,Composting,Ahmedabad,2023
Organic,98,Recycling,Mumbai,2023
Plastic,119,Landfill,Delhi,2022
Organic,171,Composting,Pune,2023
Plastic,86,Recycling,Bangalore,2021
Paper,106,Recycling,Kolkata,2023
Paper,87,Recycling,Bangalore,2023
Organic,143,Composting,Kolkata,2023
Plastic,107,Recycling,Luckhnow,2023
Organic,170,Composting,Pune,2023
Organic,178,Composting,Pune,2022
Organic,163,Composting,Pune,2022
Plastic,85,Recycling,Luckhnow,2021
Plastic,82,Recycling,Bangalore,2023
Plastic,84,Recycling,Mumbai,2023
Organic,200,Composting,Ahmedabad,2023
Paper,89,Landfill,Bhopal,2021
Organic,175,Composting,Pune,2022
Plastic,169,Landfill,Delhi,2023
Plastic,89,Landfill,Delhi,2021
Organic,172,Composting,Bhubaneshwar,2023
Plastic,91,Recycling,Kolkata,2023
Plastic,85,Recycling,Delhi,2023
Plastic,80,Recycling,Kolkata,2023
Organic,178,Composting,Ahmedabad,2023
Plastic,90,Landfill,Delhi,2021
Plastic,98,Recycling,Bangalore,2023
Organic,180,Composting,Pune,2023
Paper,82,Recycling,Luckhnow,2023
Organic,197,Composting,Pune,2022
Organic,192,Composting,Ahmedabad,2023
Organic,190,Composting,Ahmedabad,2023
Paper,156,Recycling,Kolkata,2023
Organic,196,Composting,Bhubaneshwar,2022
Organic,152,Composting,Ahmedabad,2023
Organic,164,Composting,Bhubaneshwar,2023
Plastic,89,Recycling,Delhi,2023
Paper,85,Recycling,Luckhnow,2021
Organic,164,Composting,Ahmedabad,2023
Organic,179,Composting,Pune,2023
Paper,98,Recycling,Luckhnow,2022
Plastic,97,Recycling,Luckhnow,2023
Plastic,91,Landfill,Delhi,2021
Paper,80,Recycling,Kolkata,2023
Organic,173,Composting,Pune,2023
Plastic,84,Recycling,Bangalore,2023
Plastic,86,Recycling,Bangalore,2023
Plastic,97,Recycling,Bangalore,2023
Paper,81,Landfill,Luckhnow,2021
Organic,196,Composting,Ahmedabad,2023
Paper,134,Recycling,Luckhnow,2022
Plastic,83,Recycling,Luckhnow,2023
Paper,143,Landfill,Bhopal,2023
Organic,151,Composting,Bhubaneshwar,2022
Organic,170,Composting,Ahmedabad,2023
Plastic,102,Recycling,Kolkata,2023
Paper,80,Landfill,Bhopal,2021
Plastic,104,Landfill,Delhi,2021
Organic,141,Composting,Bhubaneshwar,2023
Plastic,92,Recycling,Delhi,2023
Organic,199,Composting,Ahmedabad,2022
Organic,200,Composting,Ahmedabad,2023
Plastic,80,Recycling,Bangalore,2023
Organic,185,Composting,Pune,2022
Organic,190,Composting,Ahmedabad,2023
Organic,151,Recycling,Kolkata,2023
Plastic,175,Recycling,Bangalore,2023
Plastic,80,Recycling,Mumbai,2023
Plastic,94,Landfill,Delhi,2022
Plastic,90,Landfill,Delhi,2023
Plastic,115,Recycling,Delhi,2021
Paper,87,Recycling,Kolkata,2023
Paper,93,Landfill,Delhi,2021
Organic,173,Composting,Kolkata,2023
Plastic,80,Recycling,Luckhnow,2022
Organic,154,Composting,Bhubaneshwar,2023
Organic,133,Composting,Ahmedabad,2022
Organic,200,Composting,Pune,2023
Organic,159,Composting,Ahmedabad,2023
Paper,83,Recycling,Kolkata,2023
Plastic,97,Recycling,Mumbai,2023
Plastic,155,Recycling,Bangalore,2023
Paper,91,Recycling,Pune,2023
Organic,177,Composting,Pune,2022
Organic,197,Composting,Kolkata,2022
Organic,200,Composting,Pune,2023
Paper,84,Recycling,Bhopal,2023
Organic,149,Composting,Bhubaneshwar,2021
Organic,170,Composting,Bhubaneshwar,2022
Paper,84,Recycling,Bhopal,2021
Organic,159,Composting,Ahmedabad,2022
Plastic,165,Recycling,Mumbai,2021
Organic,185,Composting,Pune,2023
Organic,173,Composting,Ahmedabad,2023
Plastic,123,Composting,Delhi,2021
Paper,96,Recycling,Bhopal,2021
Plastic,97,Landfill,Delhi,2023
Organic,189,Composting,Pune,2022
Plastic,86,Recycling,Kolkata,2023
Organic,189,Composting,Ahmedabad,2023
Organic,200,Composting,Ahmedabad,2022
Paper,83,Landfill,Bhopal,2022
Plastic,87,Recycling,Bangalore,2021
Paper,135,Recycling,Kolkata,2023
Paper,176,Recycling,Luckhnow,2022
Organic,197,Composting,Ahmedabad,2022
Plastic,80,Recycling,Kolkata,2023
Plastic,117,Landfill,Bhopal,2021
Plastic,84,Recycling,Mumbai,2023
Paper,90,Recycling,Luckhnow,2023
Paper,128,Recycling,Luckhnow,2023
Organic,189,Composting,Pune,2022
Paper,80,Recycling,Bhopal,2021
Plastic,87,Recycling,Luckhnow,2021
Plastic,107,Landfill,Delhi,2021
Plastic,97,Recycling,Delhi,2023
Paper,88,Landfill,Bhopal,2022
Paper,80,Recycling,Bhopal,2022
Paper,87,Recycling,Kolkata,2021
Plastic,85,Recycling,Bangalore,2023
Organic,121,Composting,Pune,2023
Organic,183,Composting,Pune,2023
Plastic,92,Landfill,Delhi,2023
Paper,173,Recycling,Kolkata,2022
Plastic,82,Recycling,Delhi,2021
Plastic,80,Recycling,Bangalore,2023
Plastic,154,Recycling,Kolkata,2023
Organic,177,Composting,Ahmedabad,2023
Organic,180,Composting,Bhubaneshwar,2022
Plastic,93,Recycling,Luckhnow,2021
Plastic,91,Recycling,Luckhnow,2023
Organic,200,Composting,Bhubaneshwar,2023
Plastic,120,Recycling,Mumbai,2021
Paper,91,Recycling,Bhopal,2021
Plastic,102,Recycling,Bangalore,2023
Plastic,80,Recycling,Luckhnow,2023
Organic,179,Composting,Bhubaneshwar,2022
Organic,149,Composting,Ahmedabad,2022
Paper,170,Landfill,Bhopal,2022
Plastic,97,Landfill,Delhi,2021
Plastic,84,Recycling,Luckhnow,2023
Paper,194,Recycling,Kolkata,2023
Paper,81,Landfill,Luckhnow,2022
Paper,97,Recycling,Luckhnow,2021
Organic,200,Composting,Pune,2022
Plastic,104,Landfill,Luckhnow,2021
Plastic,136,Recycling,Mumbai,2023
Paper,116,Landfill,Luckhnow,2022
Organic,194,Composting,Pune,2023
Organic,142,Recycling,Bhubaneshwar,2023
Paper,151,Recycling,Luckhnow,2023
Plastic,125,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2023
Organic,190,Composting,Ahmedabad,2023
Plastic,97,Recycling,Kolkata,2023
Organic,133,Composting,Kolkata,2023
Organic,198,Composting,Pune,2022
Paper,85,Recycling,Kolkata,2021
Paper,143,Recycling,Bhubaneshwar,2023
Plastic,93,Recycling,Mumbai,2021
Paper,199,Recycling,Kolkata,2022
Organic,186,Composting,Pune,2022
Organic,197,Composting,Pune,2022
Paper,99,Recycling,Kolkata,2023
Paper,108,Recycling,Luckhnow,2021
Plastic,98,Landfill,Delhi,2021
Organic,174,Composting,Ahmedabad,2023
Plastic,102,Recycling,Bangalore,2023
Plastic,158,Recycling,Bangalore,2022
Organic,200,Composting,Pune,2023
Paper,93,Landfill,Bhopal,2022
Organic,142,Composting,Ahmedabad,2023
Plastic,81,Recycling,Bangalore,2023
Organic,179,Composting,Ahmedabad,2023
Paper,93,Landfill,Bhopal,2021
Organic,192,Composting,Pune,2023
Paper,84,Landfill,Luckhnow,2021
Plastic,93,Recycling,Bangalore,2021
Paper,144,Landfill,Bhopal,2021
Paper,159,Recycling,Kolkata,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,107,Landfill,Delhi,2021
Plastic,98,Recycling,Mumbai,2023
Organic,178,Composting,Bhubaneshwar,2023
Plastic,105,Recycling,Bangalore,2023
Organic,200,Composting,Pune,2023
Plastic,102,Recycling,Mumbai,2021
Plastic,80,Recycling,Kolkata,2023
Organic,139,Composting,Bhubaneshwar,2022
Organic,200,Composting,Pune,2023
Organic,166,Recycling,Kolkata,2021
Organic,200,Composting,Ahmedabad,2022
Plastic,192,Landfill,Delhi,2021
Paper,80,Recycling,Mumbai,2023
Organic,194,Composting,Pune,2023
Organic,191,Composting,Pune,2023
Paper,87,Landfill,Luckhnow,2021
Paper,154,Landfill,Mumbai,2022
Paper,80,Recycling,Bhopal,2023
Organic,200,Composting,Pune,2022
Plastic,158,Recycling,Mumbai,2023
Plastic,103,Recycling,Mumbai,2022
Plastic,83,Recycling,Bangalore,2021
Plastic,109,Recycling,Bangalore,2023
Plastic,135,Landfill,Bhopal,2022
Plastic,104,Recycling,Bangalore,2023
Organic,180,Composting,Pune,2022
Paper,165,Landfill,Delhi,2021
Organic,192,Composting,Pune,2023
Organic,153,Composting,Pune,2023
Paper,89,Recycling,Bangalore,2023
Organic,128,Composting,Bhubaneshwar,2022
Plastic,109,Recycling,Mumbai,2023
Plastic,94,Recycling,Luckhnow,2021
Plastic,94,Recycling,Mumbai,2023
Organic,185,Composting,Pune,2021
Plastic,82,Landfill,Mumbai,2021
Plastic,102,Landfill,Bangalore,2023
Organic,154,Composting,Ahmedabad,2023
Paper,90,Recycling,Kolkata,2023
Plastic,109,Landfill,Delhi,2021
Plastic,107,Landfill,Delhi,2022
Paper,86,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Paper,84,Recycling,Kolkata,2023
Plastic,108,Recycling,Mumbai,2021
Organic,144,Composting,Pune,2023
Paper,91,Recycling,Kolkata,2022
Organic,161,Composting,Ahmedabad,2023
Paper,102,Recycling,Delhi,2023
Plastic,189,Recycling,Delhi,2023
Organic,200,Composting,Pune,2022
Organic,143,Composting,Bhubaneshwar,2023
Plastic,97,Recycling,Mumbai,2023
Paper,80,Recycling,Kolkata,2023
Organic,185,Recycling,Ahmedabad,2023
Paper,139,Landfill,Bhopal,2021
Plastic,83,Landfill,Delhi,2023
Organic,159,Composting,Bhubaneshwar,2023
Organic,189,Composting,Ahmedabad,2023
Plastic,118,Landfill,Delhi,2021
Plastic,111,Landfill,Bhopal,2021
Paper,80,Landfill,Kolkata,2021
Organic,166,Composting,Ahmedabad,2022
Plastic,103,Landfill,Bangalore,2021
Paper,106,Landfill,Bhopal,2022
Organic,183,Composting,Ahmedabad,2023
Plastic,93,Recycling,Bangalore,2023
Paper,80,Composting,Luckhnow,2022
Organic,171,Composting,Ahmedabad,2023
Plastic,184,Landfill,Bhopal,2021
Paper,80,Recycling,Bhopal,2023
Paper,100,Recycling,Luckhnow,2023
Plastic,80,Recycling,Bangalore,2023
Organic,200,Composting,Ahmedabad,2022
Plastic,107,Landfill,Bangalore,2021
Paper,130,Recycling,Kolkata,2023
Paper,114,Landfill,Bhopal,2021
Plastic,153,Recycling,Kolkata,2023
Organic,156,Composting,Bhubaneshwar,2023
Organic,166,Composting,Ahmedabad,2022
Plastic,134,Recycling,Mumbai,2023
Organic,156,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Mumbai,2021
Organic,181,Composting,Pune,2023
Paper,125,Landfill,Bhopal,2022
Plastic,112,Landfill,Delhi,2021
Organic,181,Composting,Pune,2023
Plastic,94,Recycling,Luckhnow,2021
Plastic,80,Landfill,Delhi,2021
Plastic,104,Landfill,Bhopal,2021
Plastic,81,Recycling,Delhi,2023
Plastic,88,Landfill,Delhi,2021
Organic,193,Composting,Pune,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,86,Recycling,Kolkata,2023
Organic,184,Composting,Ahmedabad,2023
Organic,152,Composting,Ahmedabad,2023
Plastic,85,Recycling,Kolkata,2023
Organic,162,Composting,Ahmedabad,2023
Organic,171,Landfill,Kolkata,2022
Organic,178,Composting,Bhubaneshwar,2023
Plastic,95,Recycling,Kolkata,2021
Organic,128,Composting,Ahmedabad,2023
Plastic,148,Recycling,Mumbai,2023
Plastic,108,Recycling,Mumbai,2023
Plastic,104,Landfill,Mumbai,2023
Organic,181,Composting,Ahmedabad,2022
Plastic,80,Recycling,Bangalore,2021
Plastic,99,Composting,Mumbai,2023
Paper,102,Composting,Bhopal,2022
Plastic,112,Landfill,Delhi,2021
Paper,88,Recycling,Luckhnow,2021
Organic,200,Composting,Pune,2023
Organic,160,Recycling,Bhubaneshwar,2023
Plastic,99,Landfill,Delhi,2021
Plastic,159,Landfill,Delhi,2021
Plastic,120,Recycling,Delhi,2022
Plastic,146,Recycling,Mumbai,2023
Plastic,85,Recycling,Bangalore,2023
Organic,200,Composting,Ahmedabad,2023
Organic,163,Composting,Ahmedabad,2023
Paper,84,Recycling,Kolkata,2022
Plastic,84,Recycling,Luckhnow,2022
Paper,173,Recycling,Pune,2023
Plastic,105,Recycling,Bangalore,2022
Organic,176,Composting,Ahmedabad,2023
Plastic,97,Recycling,Mumbai,2023
Organic,169,Composting,Bhubaneshwar,2022
Paper,84,Landfill,Bhopal,2022
Paper,105,Landfill,Bhopal,2022
Plastic,93,Landfill,Mumbai,2021
Organic,200,Composting,Pune,2023
Plastic,90,Landfill,Mumbai,2021
Plastic,115,Landfill,Delhi,2023
Organic,197,Composting,Pune,2023
Plastic,139,Recycling,Kolkata,2022
Organic,154,Composting,Bhubaneshwar,2023
Organic,193,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Mumbai,2021
Plastic,114,Landfill,Bhopal,2022
Paper,80,Recycling,Mumbai,2022
Paper,80,Recycling,Kolkata,2021
Plastic,100,Recycling,Bangalore,2021
Paper,90,Landfill,Bhopal,2021
Paper,98,Recycling,Bhopal,2021
Plastic,193,Landfill,Delhi,2022
Plastic,92,Recycling,Kolkata,2023
Plastic,94,Recycling,Mumbai,2023
Plastic,89,Landfill,Delhi,2023
Paper,105,Landfill,Delhi,2021
Paper,100,Landfill,Luckhnow,2022
Organic,167,Composting,Pune,2022
Plastic,105,Recycling,Mumbai,2023
Paper,126,Recycling,Kolkata,2023
Paper,93,Landfill,Delhi,2021
Paper,174,Landfill,Kolkata,2022
Paper,107,Recycling,Kolkata,2023
Paper,156,Recycling,Luckhnow,2022
Paper,181,Composting,Bhopal,2022
Paper,88,Landfill,Luckhnow,2021
Organic,188,Composting,Pune,2023
Paper,92,Recycling,Luckhnow,2023
Organic,163,Composting,Ahmedabad,2023
Organic,160,Composting,Ahmedabad,2023
Paper,80,Recycling,Bangalore,2023
Paper,81,Recycling,Bhopal,2022
Plastic,99,Recycling,Mumbai,2021
Paper,90,Recycling,Luckhnow,2022
Paper,152,Landfill,Kolkata,2021
Paper,87,Recycling,Bhopal,2022
Plastic,160,Landfill,Delhi,2023
Organic,192,Composting,Pune,2023
Paper,104,Landfill,Bhopal,2022
Organic,132,Composting,Bhubaneshwar,2023
Plastic,156,Recycling,Kolkata,2023
Plastic,96,Recycling,Mumbai,2023
Plastic,82,Recycling,Bangalore,2023
Organic,182,Composting,Pune,2022
Paper,92,Recycling,Bhopal,2022
Paper,93,Landfill,Bhopal,2022
Plastic,80,Recycling,Luckhnow,2023
Plastic,115,Landfill,Bhopal,2021
Paper,97,Recycling,Bangalore,2023
Plastic,100,Landfill,Mumbai,2021
Paper,109,Landfill,Delhi,2021
Organic,174,Composting,Pune,2023
Paper,95,Landfill,Bhopal,2021
Plastic,94,Recycling,Bangalore,2021
Paper,93,Recycling,Bangalore,2021
Paper,80,Recycling,Luckhnow,2023
Paper,85,Recycling,Bhopal,2021
Organic,157,Composting,Pune,2022
Paper,80,Recycling,Bhopal,2022
Plastic,98,Recycling,Kolkata,2023
Plastic,154,Recycling,Mumbai,2023
Organic,121,Composting,Pune,2023
Organic,198,Composting,Pune,2022
Paper,83,Landfill,Delhi,2023
Plastic,85,Recycling,Bangalore,2023
Organic,172,Composting,Ahmedabad,2022
Plastic,95,Landfill,Delhi,2022
Paper,85,Recycling,Luckhnow,2023
Plastic,93,Recycling,Mumbai,2023
Plastic,170,Recycling,Mumbai,2023
Paper,154,Recycling,Kolkata,2023
Plastic,80,Recycling,Luckhnow,2023
Organic,183,Composting,Ahmedabad,2022
Organic,168,Composting,Bhubaneshwar,2022
Paper,100,Landfill,Bhopal,2021
Plastic,81,Recycling,Bhopal,2023
Plastic,92,Recycling,Delhi,2021
Organic,183,Composting,Pune,2023
Organic,200,Composting,Pune,2022
Paper,103,Recycling,Kolkata,2023
Plastic,91,Recycling,Kolkata,2023
Paper,83,Landfill,Kolkata,2023
Plastic,88,Landfill,Delhi,2022
Plastic,89,Recycling,Bangalore,2021
Plastic,101,Landfill,Bangalore,2023
Organic,185,Composting,Ahmedabad,2023
Paper,102,Landfill,Bhopal,2022
Organic,155,Composting,Pune,2023
Paper,96,Recycling,Bangalore,2023
Plastic,111,Landfill,Delhi,2021
Plastic,93,Recycling,Bangalore,2021
Paper,92,Recycling,Mumbai,2023
Paper,182,Landfill,Mumbai,2021
Plastic,80,Recycling,Bangalore,2023
Organic,164,Composting,Ahmedabad,2023
Organic,200,Landfill,Bhopal,2022
Paper,183,Recycling,Bhopal,2023
Plastic,113,Landfill,Delhi,2021
Paper,98,Recycling,Bhopal,2022
Plastic,87,Recycling,Bangalore,2022
Plastic,98,Recycling,Bangalore,2023
Paper,91,Recycling,Luckhnow,2021
Organic,140,Composting,Ahmedabad,2023
Organic,174,Composting,Pune,2022
Plastic,92,Recycling,Mumbai,2023
Plastic,170,Recycling,Kolkata,2023
Paper,118,Recycling,Bhopal,2022
Plastic,107,Recycling,Bangalore,2023
Plastic,80,Recycling,Luckhnow,2023
Plastic,90,Landfill,Bangalore,2021
Plastic,86,Landfill,Delhi,2023
Paper,80,Recycling,Luckhnow,2021
Plastic,114,Recycling,Mumbai,2022
Paper,90,Recycling,Bhopal,2023
Paper,80,Recycling,Kolkata,2021
Organic,152,Composting,Ahmedabad,2023
Paper,86,Recycling,Luckhnow,2023
Paper,80,Landfill,Bhopal,2021
Plastic,92,Recycling,Mumbai,2023
Paper,82,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2022
Plastic,89,Recycling,Mumbai,2021
Plastic,96,Landfill,Delhi,2021
Plastic,119,Recycling,Bangalore,2021
Plastic,181,Recycling,Mumbai,2021
Plastic,94,Landfill,Delhi,2021
Paper,148,Recycling,Bhopal,2023
Paper,166,Recycling,Kolkata,2023
Plastic,129,Recycling,Bangalore,2023
Organic,171,Composting,Bhubaneshwar,2023
Plastic,82,Recycling,Bangalore,2023
Paper,106,Landfill,Bhopal,2022
Plastic,99,Landfill,Bhopal,2021
Organic,143,Composting,Bhubaneshwar,2023
Paper,82,Recycling,Kolkata,2023
Organic,193,Composting,Ahmedabad,2022
Organic,129,Composting,Ahmedabad,2023
Organic,190,Composting,Bhubaneshwar,2023
Plastic,106,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Plastic,174,Landfill,Mumbai,2023
Organic,186,Composting,Pune,2022
Organic,177,Composting,Bhubaneshwar,2023
Paper,141,Recycling,Kolkata,2023
Paper,88,Recycling,Luckhnow,2022
Paper,80,Recycling,Kolkata,2021
Plastic,80,Landfill,Luckhnow,2022
Paper,93,Landfill,Bhopal,2022
Paper,95,Recycling,Luckhnow,2021
Paper,90,Recycling,Mumbai,2023
Organic,167,Composting,Bhubaneshwar,2023
Organic,169,Composting,Bhubaneshwar,2023
Paper,89,Recycling,Kolkata,2023
Organic,156,Composting,Bhubaneshwar,2023
Plastic,108,Recycling,Bangalore,2023
Paper,80,Recycling,Mumbai,2023
Organic,172,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2022
Plastic,95,Landfill,Delhi,2021
Plastic,80,Recycling,Bangalore,2023
Paper,80,Recycling,Luckhnow,2023
Organic,170,Composting,Pune,2023
Organic,163,Composting,Pune,2023
Organic,200,Composting,Pune,2022
Paper,110,Recycling,Bhopal,2021
Plastic,102,Recycling,Mumbai,2021
Organic,191,Composting,Pune,2022
Paper,80,Recycling,Kolkata,2023
Organic,170,Composting,Bhubaneshwar,2023
Organic,152,Composting,Bhubaneshwar,2023
Plastic,123,Recycling,Kolkata,2023
Plastic,107,Landfill,Delhi,2021
Plastic,101,Landfill,Bhopal,2021
Organic,174,Composting,Ahmedabad,2023
Paper,83,Recycling,Luckhnow,2022
Paper,80,Recycling,Kolkata,2023
Plastic,151,Landfill,Delhi,2021
Organic,156,Composting,Bhubaneshwar,2023
Organic,166,Composting,Pune,2023
Plastic,104,Recycling,Mumbai,2023
Plastic,93,Recycling,Mumbai,2023
Paper,115,Landfill,Bhopal,2022
Plastic,101,Recycling,Mumbai,2023
Organic,175,Composting,Bhubaneshwar,2022
Plastic,114,Landfill,Bangalore,2021
Organic,173,Composting,Bhubaneshwar,2022
Organic,185,Composting,Pune,2023
Organic,149,Composting,Ahmedabad,2023
Plastic,93,Recycling,Bangalore,2021
Plastic,80,Recycling,Mumbai,2023
Plastic,106,Recycling,Mumbai,2023
Plastic,87,Recycling,Mumbai,2023
Plastic,91,Landfill,Bhopal,2022
Organic,150,Composting,Ahmedabad,2023
Organic,142,Composting,Pune,2023
Organic,177,Composting,Bhubaneshwar,2023
Organic,160,Composting,Bhubaneshwar,2023
Plastic,99,Recycling,Bangalore,2021
Organic,181,Composting,Bhubaneshwar,2022
Organic,150,Composting,Ahmedabad,2023
Plastic,115,Landfill,Delhi,2022
Plastic,103,Landfill,Delhi,2021
Organic,177,Composting,Pune,2022
Paper,80,Recycling,Luckhnow,2022
Paper,104,Recycling,Mumbai,2023
Paper,126,Recycling,Kolkata,2023
Paper,95,Recycling,Kolkata,2021
Organic,188,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2023
Paper,80,Recycling,Kolkata,2022
Organic,200,Composting,Ahmedabad,2022
Plastic,112,Landfill,Delhi,2021
Organic,150,Composting,Ahmedabad,2023
Plastic,84,Recycling,Bangalore,2022
Organic,178,Composting,Ahmedabad,2023
Paper,103,Landfill,Bhopal,2022
Paper,95,Landfill,Bhopal,2022
Organic,136,Composting,Bhubaneshwar,2023
Organic,181,Composting,Ahmedabad,2022
Paper,166,Recycling,Kolkata,2023
Paper,136,Landfill,Bhopal,2021
Paper,80,Recycling,Kolkata,2023
Plastic,109,Landfill,Bhopal,2021
Organic,200,Landfill,Pune,2022
Paper,82,Landfill,Bhopal,2022
Paper,88,Recycling,Bhopal,2023
Paper,85,Recycling,Luckhnow,2023
Paper,155,Recycling,Kolkata,2021
Plastic,114,Recycling,Delhi,2021
Paper,94,Recycling,Kolkata,2023
Paper,163,Recycling,Kolkata,2023
Paper,90,Recycling,Luckhnow,2023
Paper,94,Landfill,Bhopal,2021
Plastic,96,Recycling,Kolkata,2023
Plastic,105,Recycling,Mumbai,2021
Plastic,80,Recycling,Bangalore,2023
Organic,181,Composting,Bhubaneshwar,2023
Plastic,90,Landfill,Delhi,2021
Paper,134,Recycling,Kolkata,2023
Organic,178,Composting,Ahmedabad,2023
Plastic,98,Recycling,Bangalore,2021
Plastic,97,Recycling,Bangalore,2021
Organic,149,Composting,Bhubaneshwar,2023
Organic,166,Composting,Bhubaneshwar,2023
Organic,176,Composting,Bhubaneshwar,2023
Plastic,96,Landfill,Delhi,2021
Paper,142,Recycling,Kolkata,2022
Plastic,99,Landfill,Bangalore,2022
Organic,193,Composting,Ahmedabad,2023
Plastic,83,Recycling,Bangalore,2023
Paper,80,Recycling,Luckhnow,2023
Paper,80,Recycling,Luckhnow,2022
Organic,171,Composting,Ahmedabad,2023
Paper,110,Landfill,Delhi,2021
Organic,189,Composting,Pune,2022
Organic,149,Composting,Ahmedabad,2023
Paper,81,Recycling,Bangalore,2023
Plastic,84,Recycling,Mumbai,2023
Paper,99,Landfill,Luckhnow,2022
Organic,151,Composting,Pune,2023
Paper,88,Recycling,Luckhnow,2021
Plastic,89,Recycling,Kolkata,2023
Paper,87,Recycling,Luckhnow,2021
Organic,188,Composting,Ahmedabad,2022
Paper,80,Recycling,Bangalore,2023
Plastic,80,Recycling,Mumbai,2023
Organic,155,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Luckhnow,2021
Paper,80,Recycling,Luckhnow,2023
Plastic,113,Landfill,Bhopal,2021
Paper,104,Landfill,Bhopal,2022
Plastic,158,Recycling,Mumbai,2022
Paper,84,Recycling,Bhopal,2021
Plastic,96,Recycling,Mumbai,2021
Plastic,90,Recycling,Mumbai,2023
Organic,159,Composting,Ahmedabad,2023
Plastic,101,Recycling,Mumbai,2023
Paper,88,Landfill,Bhopal,2022
Paper,80,Recycling,Bhopal,2021
Paper,185,Composting,Kolkata,2021
Plastic,104,Recycling,Mumbai,2023
Paper,88,Landfill,Kolkata,2021
Organic,179,Composting,Pune,2022
Organic,176,Composting,Bhubaneshwar,2023
Plastic,106,Recycling,Mumbai,2021
Plastic,99,Recycling,Bangalore,2023
Organic,180,Composting,Ahmedabad,2023
Plastic,107,Landfill,Delhi,2021
Organic,186,Composting,Ahmedabad,2023
Plastic,152,Recycling,Bhubaneshwar,2023
Plastic,104,Landfill,Luckhnow,2021
Organic,159,Composting,Ahmedabad,2023
Paper,85,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2023
Plastic,89,Recycling,Kolkata,2023
Organic,158,Composting,Ahmedabad,2023
Plastic,109,Landfill,Bhopal,2021
Plastic,119,Landfill,Bhopal,2022
Organic,176,Composting,Pune,2022
Plastic,83,Recycling,Mumbai,2023
Organic,190,Composting,Pune,2023
Paper,83,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2021
Plastic,90,Recycling,Mumbai,2023
Plastic,142,Recycling,Bangalore,2023
Plastic,95,Recycling,Mumbai,2023
Organic,175,Composting,Pune,2022
Paper,80,Recycling,Luckhnow,2023
Organic,134,Composting,Bhubaneshwar,2023
Paper,146,Recycling,Bangalore,2023
Organic,170,Composting,Pune,2023
Organic,184,Composting,Pune,2022
Paper,101,Landfill,Delhi,2021
Paper,112,Landfill,Bhopal,2021
Paper,124,Recycling,Luckhnow,2023
Organic,148,Composting,Bhubaneshwar,2023
Organic,200,Composting,Bhubaneshwar,2023
Organic,190,Composting,Pune,2022
Plastic,84,Landfill,Mumbai,2023
Organic,171,Composting,Ahmedabad,2023
Plastic,109,Landfill,Delhi,2022
Plastic,86,Recycling,Kolkata,2023
Paper,80,Recycling,Kolkata,2023
Plastic,96,Recycling,Bangalore,2023
Plastic,107,Landfill,Delhi,2021
Plastic,93,Recycling,Bhubaneshwar,2023
Paper,80,Recycling,Kolkata,2023
Paper,112,Recycling,Luckhnow,2023
Organic,185,Composting,Pune,2022
Organic,154,Composting,Bhubaneshwar,2023
Plastic,113,Recycling,Bangalore,2023
Organic,159,Composting,Ahmedabad,2023
Organic,179,Composting,Ahmedabad,2023
Organic,173,Composting,Bhubaneshwar,2023
Paper,89,Recycling,Kolkata,2021
Paper,80,Recycling,Luckhnow,2023
Organic,177,Composting,Bhubaneshwar,2022
Plastic,101,Landfill,Delhi,2021
Plastic,168,Recycling,Mumbai,2023
Paper,174,Recycling,Kolkata,2023
Organic,147,Composting,Ahmedabad,2023
Paper,168,Recycling,Bhopal,2022
Plastic,143,Recycling,Bangalore,2023
Organic,192,Composting,Bhubaneshwar,2023
