Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,106,Recycling,Faridabad,2022
Organic,112,Recycling,Pimpri-Chinchwad,2020
Organic,137,Recycling,Kalyan-Dombivli,2021
Plastic,177,Landfill,Surat,2023
Organic,99,Recycling,Meerut,2020
Organic,180,Recycling,Vadodara,2022
Paper,270,Recycling,Jaipur,2024
Paper,232,Recycling,Jaipur,2021
Organic,216,Recycling,Nashik,2023
Organic,149,Recycling,Ludhiana,2020
Plastic,187,Composting,Nagpur,2020
Organic,145,Composting,Ludhiana,2020
Plastic,125,Recycling,Nashik,2022
Plastic,53,Recycling,Agra,2020
Organic,266,Recycling,Jaipur,2020
Paper,178,Composting,Mumbai,2021
Organic,93,Recycling,Vasai-Virar,2020
Plastic,223,Composting,Hyderabad,2020
Plastic,114,Composting,Pune,2022
Paper,243,Composting,Patna,2020
Organic,128,Composting,Nashik,2020
Organic,140,Composting,Chennai,2021
Plastic,101,Landfill,Meerut,2024
Organic,253,Recycling,Vasai-Virar,2021
Plastic,217,Composting,Rajkot,2023
Plastic,153,Composting,Thane,2020
Organic,104,Recycling,Nashik,2020
Plastic,147,Composting,Nagpur,2022
Plastic,229,Composting,Bangalore,2020
Organic,155,Composting,Vadodara,2020
Organic,228,Recycling,Thane,2022
Paper,140,Landfill,Mumbai,2020
Organic,52,Landfill,Vadodara,2021
Plastic,196,Recycling,Vadodara,2020
Paper,183,Composting,Vasai-Virar,2021
Paper,74,Landfill,Agra,2020
Organic,237,Recycling,Pimpri-Chinchwad,2020
Organic,98,Recycling,Varanasi,2020
Organic,187,Recycling,Ahmedabad,2020
Organic,217,Recycling,Lucknow,2023
Plastic,119,Composting,Bangalore,2020
Paper,123,Landfill,Bangalore,2023
Paper,152,Recycling,Kolkata,2023
Plastic,202,Recycling,Vadodara,2020
Paper,228,Recycling,Visakhapatnam,2022
Organic,79,Composting,Ludhiana,2022
Paper,109,Composting,Kolkata,2021
Organic,52,Recycling,Agra,2020
Organic,124,Recycling,Meerut,2021
Organic,79,Composting,Lucknow,2022
Paper,272,Composting,Jaipur,2020
Plastic,157,Landfill,Patna,2022
Organic,203,Recycling,Nagpur,2021
Plastic,228,Composting,Nashik,2021
Plastic,187,Composting,Kolkata,2021
Plastic,177,Composting,Ahmedabad,2020
Organic,279,Recycling,Thane,2020
Plastic,187,Composting,Pune,2023
Paper,243,Composting,Ghaziabad,2020
Plastic,203,Recycling,Meerut,2023
Plastic,184,Composting,Hyderabad,2022
Organic,175,Recycling,Hyderabad,2022
Organic,74,Composting,Ludhiana,2020
Organic,197,Recycling,Ghaziabad,2020
Organic,109,Composting,Visakhapatnam,2023
Organic,176,Recycling,Vasai-Virar,2020
Organic,92,Landfill,Meerut,2024
Plastic,180,Landfill,Pimpri-Chinchwad,2022
Organic,228,Recycling,Jaipur,2020
Organic,248,Recycling,Nagpur,2020
Paper,248,Composting,Nagpur,2021
Organic,236,Composting,Chennai,2020
Plastic,204,Composting,Kalyan-Dombivli,2020
Organic,115,Recycling,Rajkot,2022
Organic,138,Recycling,Agra,2020
Plastic,58,Recycling,Bangalore,2021
Paper,156,Recycling,Nagpur,2020
Organic,156,Composting,Mumbai,2023
Paper,162,Composting,Mumbai,2022
Plastic,71,Composting,Meerut,2024
Paper,245,Recycling,Kolkata,2021
Paper,231,Composting,Agra,2022
Organic,108,Composting,Indore,2023
Paper,167,Composting,Ahmedabad,2020
Organic,202,Recycling,Vadodara,2020
Paper,264,Composting,Mumbai,2023
Plastic,152,Composting,Chennai,2023
Plastic,241,Recycling,Hyderabad,2023
Plastic,225,Recycling,Nagpur,2023
Organic,69,Recycling,Jaipur,2020
Plastic,107,Composting,Delhi,2022
Plastic,220,Composting,Delhi,2020
Organic,52,Composting,Ahmedabad,2020
Organic,178,Landfill,Bangalore,2020
Organic,132,Composting,Delhi,2020
Paper,135,Composting,Kalyan-Dombivli,2023
Organic,250,Recycling,Vadodara,2021
Plastic,161,Composting,Visakhapatnam,2020
Organic,291,Composting,Indore,2020
Organic,124,Landfill,Thane,2020
Organic,246,Landfill,Surat,2021
Paper,84,Recycling,Ghaziabad,2020
Organic,104,Composting,Mumbai,2023
Organic,161,Recycling,Faridabad,2022
Plastic,265,Recycling,Vadodara,2021
Plastic,150,Recycling,Delhi,2021
Organic,105,Recycling,Ahmedabad,2020
Organic,155,Landfill,Nagpur,2021
Organic,119,Recycling,Bhopal,2020
Plastic,89,Recycling,Faridabad,2020
Paper,103,Composting,Vasai-Virar,2020
Paper,234,Recycling,Thane,2020
Organic,88,Recycling,Meerut,2020
Organic,237,Composting,Bhopal,2020
Paper,101,Composting,Indore,2021
Paper,247,Recycling,Hyderabad,2020
Organic,201,Recycling,Bhopal,2020
Paper,81,Landfill,Kanpur,2020
Organic,84,Recycling,Pune,2020
Plastic,89,Recycling,Kolkata,2020
Plastic,218,Composting,Pune,2023
Organic,234,Recycling,Ludhiana,2020
Organic,92,Composting,Nashik,2022
Organic,52,Recycling,Bangalore,2022
Organic,56,Composting,Vasai-Virar,2020
Organic,226,Composting,Kolkata,2020
Organic,172,Recycling,Bangalore,2021
Organic,165,Recycling,Ahmedabad,2021
Organic,215,Recycling,Kalyan-Dombivli,2020
Organic,52,Recycling,Hyderabad,2020
Paper,282,Recycling,Surat,2021
Paper,130,Recycling,Hyderabad,2021
Organic,243,Recycling,Nagpur,2021
Paper,173,Recycling,Jaipur,2023
Plastic,52,Recycling,Indore,2023
Organic,132,Recycling,Bangalore,2022
Plastic,186,Landfill,Chennai,2023
Plastic,202,Recycling,Thane,2020
Paper,61,Recycling,Surat,2021
Paper,124,Composting,Nagpur,2021
Paper,100,Composting,Meerut,2021
Plastic,187,Composting,Visakhapatnam,2023
Paper,132,Landfill,Patna,2021
Plastic,205,Landfill,Kanpur,2022
Paper,170,Recycling,Surat,2020
Paper,198,Composting,Pimpri-Chinchwad,2020
Organic,198,Recycling,Faridabad,2023
Organic,178,Recycling,Rajkot,2020
Organic,274,Composting,Bangalore,2024
Organic,146,Recycling,Ghaziabad,2020
Organic,205,Recycling,Rajkot,2020
Plastic,95,Composting,Jaipur,2020
Organic,102,Recycling,Bangalore,2021
Organic,52,Composting,Agra,2020
Paper,123,Landfill,Vasai-Virar,2020
Paper,291,Composting,Hyderabad,2020
Organic,235,Composting,Bhopal,2020
Organic,115,Recycling,Faridabad,2021
Organic,54,Recycling,Varanasi,2020
Organic,102,Landfill,Varanasi,2020
Plastic,73,Composting,Pune,2020
Paper,86,Composting,Ludhiana,2020
Organic,168,Recycling,Pimpri-Chinchwad,2020
Plastic,275,Recycling,Nagpur,2020
Organic,69,Composting,Nagpur,2020
Plastic,154,Composting,Ludhiana,2022
Organic,233,Recycling,Pune,2023
Plastic,58,Composting,Faridabad,2020
Plastic,132,Composting,Kalyan-Dombivli,2022
Organic,140,Recycling,Pimpri-Chinchwad,2021
Plastic,146,Recycling,Patna,2022
Organic,98,Landfill,Nagpur,2024
Paper,119,Recycling,Vasai-Virar,2020
Plastic,172,Recycling,Pune,2022
Organic,251,Recycling,Ludhiana,2021
Paper,52,Composting,Pimpri-Chinchwad,2021
Organic,65,Composting,Surat,2023
Paper,221,Composting,Bhopal,2023
Paper,235,Recycling,Lucknow,2020
Organic,279,Recycling,Jaipur,2022
Plastic,175,Composting,Pune,2020
Paper,88,Recycling,Rajkot,2023
Organic,220,Composting,Visakhapatnam,2020
Organic,89,Recycling,Meerut,2020
Paper,97,Composting,Ghaziabad,2020
Plastic,190,Landfill,Bhopal,2023
Plastic,116,Composting,Ludhiana,2023
Plastic,119,Composting,Vadodara,2024
Organic,94,Landfill,Agra,2021
Organic,118,Recycling,Kalyan-Dombivli,2021
Organic,291,Recycling,Bangalore,2021
Plastic,115,Composting,Rajkot,2023
Plastic,258,Landfill,Thane,2020
Organic,93,Recycling,Rajkot,2020
Plastic,239,Composting,Nagpur,2020
Organic,61,Recycling,Ludhiana,2020
Organic,147,Recycling,Rajkot,2020
Plastic,184,Recycling,Nagpur,2021
Organic,103,Recycling,Faridabad,2023
Plastic,239,Recycling,Kalyan-Dombivli,2020
Organic,76,Landfill,Faridabad,2022
Organic,100,Recycling,Varanasi,2020
Organic,119,Composting,Rajkot,2021
Paper,89,Composting,Meerut,2023
Organic,228,Composting,Vasai-Virar,2020
Organic,90,Recycling,Vadodara,2020
Plastic,202,Recycling,Chennai,2020
Organic,133,Recycling,Bhopal,2020
Plastic,184,Composting,Agra,2023
Paper,224,Composting,Hyderabad,2020
Organic,115,Recycling,Hyderabad,2022
Organic,216,Recycling,Thane,2020
Organic,99,Landfill,Thane,2020
Plastic,182,Composting,Pune,2023
Plastic,266,Composting,Meerut,2021
Paper,180,Recycling,Vasai-Virar,2023
Paper,244,Recycling,Agra,2022
Organic,156,Recycling,Nashik,2022
Plastic,160,Recycling,Varanasi,2020
Plastic,220,Composting,Pune,2021
Plastic,252,Composting,Jaipur,2022
Organic,52,Landfill,Kanpur,2023
Plastic,254,Recycling,Bangalore,2022
Organic,156,Composting,Ludhiana,2022
Organic,210,Composting,Kolkata,2022
Organic,257,Recycling,Visakhapatnam,2023
Paper,210,Composting,Chennai,2023
Plastic,73,Recycling,Kanpur,2021
Paper,181,Composting,Ghaziabad,2022
Organic,204,Recycling,Hyderabad,2020
Plastic,52,Recycling,Vasai-Virar,2020
Plastic,254,Recycling,Visakhapatnam,2022
Plastic,285,Recycling,Kalyan-Dombivli,2021
Plastic,172,Composting,Pune,2023
Paper,111,Recycling,Meerut,2022
Organic,149,Composting,Kanpur,2021
Organic,259,Recycling,Delhi,2020
Organic,124,Recycling,Kalyan-Dombivli,2022
Plastic,213,Composting,Nagpur,2020
Organic,287,Recycling,Vasai-Virar,2021
Plastic,236,Composting,Thane,2021
Plastic,82,Composting,Hyderabad,2021
Paper,108,Composting,Pune,2022
Paper,179,Composting,Rajkot,2021
Organic,192,Recycling,Faridabad,2023
Plastic,94,Composting,Hyderabad,2022
Plastic,57,Recycling,Bangalore,2020
Organic,138,Recycling,Bhopal,2022
Paper,94,Recycling,Pimpri-Chinchwad,2020
Organic,72,Recycling,Lucknow,2020
Plastic,192,Composting,Vasai-Virar,2021
Paper,53,Composting,Agra,2020
Organic,170,Recycling,Nashik,2020
Organic,103,Recycling,Kalyan-Dombivli,2022
Paper,194,Recycling,Hyderabad,2020
Plastic,239,Recycling,Agra,2022
Paper,227,Composting,Faridabad,2021
Plastic,234,Recycling,Nashik,2021
Organic,144,Recycling,Kalyan-Dombivli,2022
Paper,242,Recycling,Lucknow,2020
Organic,70,Recycling,Patna,2020
Organic,108,Landfill,Varanasi,2024
Organic,52,Recycling,Chennai,2021
Plastic,96,Composting,Delhi,2020
Organic,150,Landfill,Kolkata,2022
Paper,273,Recycling,Thane,2021
Paper,199,Composting,Nagpur,2024
Plastic,223,Recycling,Vasai-Virar,2022
Plastic,139,Composting,Pimpri-Chinchwad,2021
Paper,269,Composting,Surat,2022
Paper,131,Recycling,Patna,2020
Plastic,60,Composting,Chennai,2023
Plastic,202,Recycling,Pune,2020
Plastic,52,Landfill,Varanasi,2022
Paper,216,Recycling,Bangalore,2021
Organic,55,Recycling,Indore,2021
Organic,203,Recycling,Kalyan-Dombivli,2021
Paper,169,Landfill,Nagpur,2021
Organic,96,Recycling,Nagpur,2020
Organic,210,Composting,Hyderabad,2022
Plastic,67,Composting,Nagpur,2024
Plastic,98,Composting,Visakhapatnam,2021
Paper,114,Recycling,Bangalore,2023
Paper,124,Landfill,Bangalore,2024
Paper,239,Recycling,Ahmedabad,2021
Organic,120,Recycling,Visakhapatnam,2020
Paper,152,Recycling,Vasai-Virar,2021
Plastic,177,Composting,Agra,2021
Plastic,113,Recycling,Kalyan-Dombivli,2020
Paper,219,Landfill,Vasai-Virar,2023
Plastic,52,Composting,Kalyan-Dombivli,2023
Plastic,52,Composting,Meerut,2020
Plastic,203,Recycling,Kalyan-Dombivli,2020
Plastic,176,Landfill,Rajkot,2021
Plastic,204,Recycling,Rajkot,2021
Plastic,170,Recycling,Rajkot,2020
Organic,52,Recycling,Surat,2020
Plastic,64,Recycling,Pune,2020
Organic,205,Recycling,Faridabad,2020
Organic,178,Composting,Ludhiana,2021
Organic,52,Recycling,Rajkot,2020
Organic,234,Composting,Nashik,2020
Organic,203,Recycling,Vasai-Virar,2021
Paper,196,Landfill,Ahmedabad,2022
Organic,146,Recycling,Kalyan-Dombivli,2023
Plastic,186,Composting,Ghaziabad,2020
Plastic,288,Recycling,Rajkot,2023
Plastic,277,Composting,Meerut,2020
Organic,241,Recycling,Surat,2021
Organic,151,Composting,Surat,2020
Plastic,59,Recycling,Visakhapatnam,2020
Paper,140,Recycling,Surat,2023
Paper,147,Recycling,Vasai-Virar,2020
Paper,206,Composting,Chennai,2021
Organic,143,Recycling,Vasai-Virar,2020
Organic,210,Landfill,Pune,2024
Plastic,268,Composting,Vasai-Virar,2020
Plastic,154,Landfill,Ahmedabad,2022
Organic,80,Recycling,Nagpur,2020
Paper,85,Recycling,Patna,2020
Paper,82,Composting,Jaipur,2021
Organic,189,Recycling,Ahmedabad,2021
Organic,243,Recycling,Indore,2023
Paper,91,Recycling,Delhi,2020
Plastic,261,Composting,Meerut,2020
Plastic,210,Landfill,Chennai,2022
Plastic,170,Composting,Jaipur,2020
Plastic,193,Recycling,Indore,2022
Plastic,161,Composting,Hyderabad,2024
Plastic,196,Recycling,Agra,2022
Paper,120,Composting,Agra,2021
Plastic,144,Composting,Bangalore,2022
Organic,137,Recycling,Pimpri-Chinchwad,2023
Organic,130,Recycling,Meerut,2020
Organic,219,Landfill,Pimpri-Chinchwad,2020
Paper,99,Recycling,Bangalore,2022
Organic,235,Recycling,Kalyan-Dombivli,2023
Organic,216,Recycling,Bangalore,2023
Paper,116,Composting,Bangalore,2020
Paper,190,Recycling,Ludhiana,2020
Organic,217,Landfill,Patna,2020
Organic,127,Recycling,Kanpur,2020
Organic,74,Composting,Vadodara,2020
Organic,216,Recycling,Vasai-Virar,2020
Plastic,133,Recycling,Vasai-Virar,2020
Organic,187,Recycling,Kanpur,2020
Organic,114,Recycling,Faridabad,2021
Organic,206,Recycling,Pimpri-Chinchwad,2020
Plastic,241,Composting,Nagpur,2020
Paper,191,Composting,Faridabad,2020
Organic,232,Recycling,Jaipur,2022
Plastic,118,Recycling,Kanpur,2020
Paper,187,Composting,Thane,2020
Organic,89,Recycling,Bhopal,2020
Organic,104,Recycling,Vasai-Virar,2020
Plastic,135,Composting,Lucknow,2023
Plastic,121,Composting,Kanpur,2020
Paper,109,Composting,Ludhiana,2023
Paper,138,Landfill,Agra,2020
Organic,116,Recycling,Kalyan-Dombivli,2020
Plastic,184,Composting,Varanasi,2023
Plastic,207,Composting,Delhi,2020
Paper,291,Recycling,Bangalore,2020
Plastic,234,Composting,Kanpur,2022
Plastic,221,Recycling,Bhopal,2020
Paper,199,Composting,Nagpur,2021
Paper,231,Composting,Bhopal,2022
Paper,105,Composting,Thane,2023
Paper,150,Recycling,Nagpur,2022
Plastic,241,Recycling,Vasai-Virar,2020
Organic,105,Recycling,Ludhiana,2020
Paper,255,Recycling,Ahmedabad,2020
Plastic,291,Recycling,Kanpur,2021
Plastic,166,Composting,Chennai,2023
Organic,103,Recycling,Ludhiana,2020
Organic,233,Recycling,Meerut,2022
Paper,267,Composting,Vasai-Virar,2021
Organic,129,Recycling,Patna,2020
Organic,97,Recycling,Thane,2020
Organic,111,Recycling,Thane,2020
Organic,255,Recycling,Varanasi,2020
Paper,129,Recycling,Ghaziabad,2023
Paper,215,Composting,Patna,2020
Paper,97,Recycling,Nashik,2020
Paper,112,Composting,Meerut,2020
Organic,197,Recycling,Visakhapatnam,2021
Plastic,249,Recycling,Mumbai,2020
Plastic,68,Landfill,Indore,2021
Plastic,210,Recycling,Vasai-Virar,2020
Plastic,69,Landfill,Kalyan-Dombivli,2020
Plastic,63,Recycling,Pimpri-Chinchwad,2020
Plastic,137,Landfill,Vadodara,2022
Organic,219,Recycling,Faridabad,2020
Paper,265,Recycling,Mumbai,2020
Paper,196,Recycling,Kolkata,2020
Organic,209,Composting,Kolkata,2021
Plastic,92,Recycling,Ludhiana,2022
Organic,125,Recycling,Visakhapatnam,2020
Plastic,72,Composting,Patna,2022
Plastic,233,Recycling,Vasai-Virar,2022
Plastic,52,Landfill,Chennai,2023
Paper,224,Recycling,Nagpur,2020
Plastic,52,Recycling,Bangalore,2023
Organic,128,Composting,Pimpri-Chinchwad,2021
Paper,210,Composting,Meerut,2020
Paper,135,Composting,Thane,2023
Organic,175,Recycling,Nashik,2020
Paper,92,Landfill,Hyderabad,2020
Organic,107,Composting,Pimpri-Chinchwad,2020
Plastic,210,Composting,Meerut,2021
Plastic,230,Composting,Chennai,2022
Paper,270,Recycling,Jaipur,2021
Plastic,114,Recycling,Vadodara,2023
Organic,197,Recycling,Faridabad,2022
Paper,105,Composting,Surat,2020
Plastic,52,Landfill,Nashik,2020
Paper,192,Recycling,Mumbai,2020
Plastic,161,Landfill,Nashik,2023
Organic,52,Recycling,Kanpur,2021
Organic,208,Composting,Delhi,2020
Organic,291,Composting,Lucknow,2021
Organic,130,Landfill,Chennai,2024
Paper,244,Composting,Vasai-Virar,2020
Paper,198,Composting,Thane,2020
Organic,93,Recycling,Rajkot,2023
Organic,291,Recycling,Vadodara,2021
Plastic,66,Composting,Meerut,2022
Plastic,117,Recycling,Hyderabad,2020
Plastic,95,Landfill,Varanasi,2020
Plastic,185,Landfill,Chennai,2021
Organic,269,Recycling,Indore,2021
Plastic,57,Recycling,Pune,2022
Plastic,91,Composting,Ludhiana,2020
Organic,85,Landfill,Pimpri-Chinchwad,2021
Paper,52,Recycling,Agra,2021
Plastic,152,Recycling,Vadodara,2020
Paper,233,Recycling,Surat,2023
Organic,117,Composting,Jaipur,2020
Plastic,132,Composting,Chennai,2020
Organic,110,Recycling,Ludhiana,2022
Plastic,98,Composting,Bhopal,2023
Organic,275,Recycling,Bhopal,2021
Organic,105,Recycling,Pimpri-Chinchwad,2022
Organic,190,Recycling,Thane,2022
Organic,54,Recycling,Kolkata,2020
Plastic,193,Landfill,Kanpur,2022
Plastic,131,Recycling,Nagpur,2020
Organic,195,Recycling,Thane,2022
Organic,222,Recycling,Faridabad,2020
Organic,52,Recycling,Ahmedabad,2021
Paper,92,Composting,Mumbai,2022
Plastic,111,Composting,Chennai,2020
Organic,52,Landfill,Kanpur,2021
Organic,124,Recycling,Nagpur,2020
Plastic,119,Landfill,Surat,2022
Paper,63,Composting,Nagpur,2020
Plastic,261,Composting,Kanpur,2021
Paper,223,Recycling,Surat,2021
Organic,192,Recycling,Bhopal,2020
Plastic,235,Composting,Vasai-Virar,2021
Paper,111,Recycling,Kolkata,2022
Paper,192,Recycling,Meerut,2020
Plastic,140,Composting,Bhopal,2020
Organic,118,Composting,Chennai,2020
Paper,223,Composting,Bangalore,2023
Organic,69,Recycling,Vadodara,2020
Plastic,95,Composting,Meerut,2020
Plastic,55,Composting,Pune,2022
Plastic,78,Landfill,Jaipur,2023
Organic,228,Composting,Chennai,2020
Paper,151,Composting,Hyderabad,2020
Paper,177,Composting,Ahmedabad,2020
Plastic,198,Composting,Jaipur,2020
Paper,259,Composting,Vadodara,2022
Plastic,108,Landfill,Ahmedabad,2024
Organic,114,Recycling,Kolkata,2024
Organic,115,Composting,Pune,2022
Organic,92,Landfill,Mumbai,2020
Plastic,224,Composting,Indore,2021
Organic,76,Composting,Delhi,2023
Organic,228,Recycling,Meerut,2020
Organic,156,Composting,Thane,2020
Paper,52,Landfill,Nagpur,2020
Organic,102,Recycling,Meerut,2023
Organic,109,Composting,Jaipur,2023
Plastic,86,Composting,Delhi,2020
Plastic,141,Composting,Patna,2020
Plastic,52,Composting,Hyderabad,2020
Organic,113,Recycling,Faridabad,2020
Plastic,145,Recycling,Vadodara,2021
Plastic,99,Composting,Jaipur,2020
Plastic,137,Composting,Indore,2020
Plastic,140,Composting,Meerut,2020
Plastic,291,Composting,Kolkata,2020
Plastic,138,Landfill,Bhopal,2020
Plastic,117,Composting,Jaipur,2020
Paper,135,Landfill,Ahmedabad,2024
Paper,86,Composting,Jaipur,2020
Plastic,187,Composting,Pune,2022
Paper,229,Composting,Ghaziabad,2021
Plastic,79,Landfill,Bhopal,2022
Organic,95,Recycling,Rajkot,2023
Organic,208,Composting,Varanasi,2021
Organic,237,Recycling,Chennai,2020
Organic,246,Recycling,Bhopal,2022
Organic,269,Composting,Delhi,2020
Organic,187,Recycling,Ahmedabad,2020
Plastic,199,Recycling,Nagpur,2022
Paper,120,Composting,Ahmedabad,2020
Plastic,52,Recycling,Kanpur,2020
Paper,258,Composting,Pune,2023
Plastic,160,Recycling,Delhi,2023
Paper,291,Composting,Delhi,2020
Organic,242,Recycling,Kalyan-Dombivli,2020
Plastic,263,Recycling,Hyderabad,2021
Plastic,208,Recycling,Jaipur,2022
Plastic,163,Recycling,Jaipur,2020
Paper,291,Recycling,Kolkata,2022
Organic,52,Composting,Vasai-Virar,2020
Organic,259,Recycling,Ludhiana,2020
Plastic,119,Recycling,Visakhapatnam,2021
Plastic,217,Composting,Visakhapatnam,2020
Organic,53,Recycling,Delhi,2020
Organic,233,Composting,Delhi,2020
Organic,104,Composting,Pune,2023
Organic,219,Composting,Nagpur,2020
Plastic,92,Composting,Pune,2021
Organic,93,Recycling,Ahmedabad,2022
Organic,104,Recycling,Vadodara,2020
Organic,203,Composting,Hyderabad,2020
Paper,91,Recycling,Varanasi,2022
Plastic,185,Recycling,Vasai-Virar,2020
Plastic,105,Landfill,Ahmedabad,2024
Plastic,198,Recycling,Pune,2020
Organic,95,Composting,Jaipur,2021
Plastic,251,Composting,Surat,2022
Plastic,128,Composting,Ahmedabad,2020
Organic,225,Composting,Pune,2021
Organic,148,Recycling,Kalyan-Dombivli,2021
Organic,249,Recycling,Ludhiana,2021
Paper,54,Composting,Agra,2020
Plastic,243,Recycling,Kolkata,2020
Plastic,166,Recycling,Agra,2020
Organic,85,Recycling,Kalyan-Dombivli,2021
Organic,121,Recycling,Varanasi,2022
Paper,89,Landfill,Thane,2022
Paper,220,Composting,Jaipur,2021
Organic,229,Recycling,Lucknow,2020
Organic,182,Composting,Indore,2020
Plastic,286,Recycling,Meerut,2021
Paper,217,Recycling,Lucknow,2021
Paper,112,Composting,Vadodara,2020
Organic,80,Recycling,Vadodara,2023
Organic,259,Recycling,Ludhiana,2021
Organic,125,Recycling,Agra,2020
Organic,197,Recycling,Ludhiana,2020
Paper,114,Composting,Vasai-Virar,2023
Organic,263,Recycling,Kolkata,2021
Organic,64,Recycling,Bhopal,2020
Organic,193,Recycling,Jaipur,2020
Plastic,195,Composting,Jaipur,2020
Organic,154,Recycling,Pimpri-Chinchwad,2020
Organic,85,Recycling,Rajkot,2022
Paper,256,Recycling,Varanasi,2020
Organic,63,Recycling,Vadodara,2020
Plastic,141,Composting,Faridabad,2022
Plastic,52,Landfill,Bangalore,2021
Paper,80,Recycling,Bhopal,2021
Organic,101,Composting,Indore,2022
Plastic,62,Composting,Indore,2020
Organic,225,Recycling,Vasai-Virar,2022
Organic,189,Recycling,Bhopal,2020
Paper,276,Recycling,Ghaziabad,2021
Plastic,236,Recycling,Pune,2020
Paper,52,Composting,Agra,2020
Organic,200,Composting,Vadodara,2022
Organic,52,Landfill,Varanasi,2021
Paper,191,Recycling,Agra,2020
Organic,216,Composting,Nagpur,2020
Organic,186,Composting,Faridabad,2022
Paper,267,Composting,Agra,2020
Paper,201,Composting,Nagpur,2023
Paper,263,Composting,Kolkata,2021
Plastic,181,Composting,Vasai-Virar,2021
Plastic,101,Landfill,Pune,2021
Plastic,224,Recycling,Visakhapatnam,2024
Paper,135,Composting,Delhi,2020
Plastic,177,Recycling,Nagpur,2020
Organic,214,Recycling,Nagpur,2020
Paper,82,Landfill,Kalyan-Dombivli,2020
Paper,52,Recycling,Agra,2020
Organic,217,Recycling,Nagpur,2020
Paper,126,Composting,Varanasi,2021
Organic,63,Landfill,Meerut,2021
Plastic,52,Recycling,Pune,2020
Plastic,70,Landfill,Hyderabad,2024
Organic,98,Composting,Visakhapatnam,2023
Plastic,85,Recycling,Mumbai,2022
Paper,287,Composting,Jaipur,2022
Plastic,52,Landfill,Ghaziabad,2023
Organic,149,Recycling,Lucknow,2023
Paper,117,Recycling,Bangalore,2021
Organic,52,Recycling,Vasai-Virar,2020
Organic,64,Recycling,Kalyan-Dombivli,2020
Organic,194,Recycling,Vasai-Virar,2020
Plastic,180,Recycling,Bangalore,2023
Organic,208,Landfill,Vasai-Virar,2024
Plastic,140,Composting,Rajkot,2020
Organic,217,Recycling,Vadodara,2020
Organic,179,Composting,Delhi,2020
Organic,94,Recycling,Ahmedabad,2020
Plastic,231,Composting,Delhi,2020
Plastic,248,Composting,Ludhiana,2021
Organic,93,Recycling,Ludhiana,2020
Plastic,166,Recycling,Rajkot,2020
Plastic,55,Landfill,Ahmedabad,2023
Plastic,52,Recycling,Hyderabad,2022
Paper,121,Composting,Ghaziabad,2021
Organic,258,Composting,Kalyan-Dombivli,2022
Organic,171,Recycling,Kalyan-Dombivli,2020
Paper,85,Recycling,Ahmedabad,2023
Plastic,183,Landfill,Nagpur,2022
Organic,115,Composting,Ludhiana,2021
Organic,158,Recycling,Vasai-Virar,2023
Organic,189,Composting,Delhi,2020
Organic,62,Landfill,Faridabad,2020
Organic,118,Landfill,Varanasi,2023
Organic,232,Recycling,Meerut,2022
Plastic,56,Recycling,Vasai-Virar,2021
Organic,235,Recycling,Kalyan-Dombivli,2020
Organic,52,Recycling,Varanasi,2020
Plastic,189,Landfill,Mumbai,2024
Paper,130,Composting,Ahmedabad,2024
Plastic,286,Recycling,Visakhapatnam,2020
Paper,137,Composting,Meerut,2020
Organic,200,Recycling,Bhopal,2020
Plastic,182,Composting,Rajkot,2020
Organic,176,Recycling,Pune,2020
Organic,236,Recycling,Ludhiana,2020
Plastic,172,Composting,Mumbai,2021
Plastic,138,Recycling,Faridabad,2022
Organic,95,Recycling,Bangalore,2020
Plastic,94,Recycling,Vasai-Virar,2023
Organic,193,Composting,Faridabad,2021
Plastic,54,Landfill,Ludhiana,2021
Plastic,251,Composting,Indore,2020
Organic,150,Recycling,Surat,2020
Plastic,228,Composting,Bhopal,2021
Plastic,80,Recycling,Jaipur,2022
Organic,112,Recycling,Thane,2020
Plastic,52,Landfill,Vasai-Virar,2021
Organic,223,Composting,Vasai-Virar,2022
Plastic,202,Recycling,Jaipur,2020
Plastic,286,Composting,Kolkata,2020
Paper,52,Composting,Meerut,2021
Plastic,83,Recycling,Vasai-Virar,2021
Organic,65,Recycling,Agra,2020
Plastic,249,Composting,Ghaziabad,2021
Paper,97,Landfill,Bhopal,2020
Organic,273,Recycling,Faridabad,2020
Organic,226,Landfill,Nagpur,2022
Plastic,109,Landfill,Vasai-Virar,2024
Paper,86,Recycling,Visakhapatnam,2024
Organic,124,Recycling,Nagpur,2023
Plastic,88,Recycling,Delhi,2023
Plastic,163,Landfill,Rajkot,2020
Organic,110,Recycling,Bangalore,2022
Paper,278,Composting,Rajkot,2020
Plastic,167,Composting,Ludhiana,2023
Paper,140,Composting,Chennai,2021
Paper,122,Recycling,Kalyan-Dombivli,2020
Plastic,153,Landfill,Kalyan-Dombivli,2021
Plastic,95,Recycling,Pune,2023
Paper,141,Recycling,Vasai-Virar,2023
Organic,133,Composting,Bangalore,2023
Organic,71,Recycling,Delhi,2020
Organic,255,Recycling,Varanasi,2020
Paper,165,Composting,Bangalore,2020
Plastic,53,Recycling,Visakhapatnam,2022
Organic,121,Recycling,Chennai,2021
Plastic,248,Composting,Chennai,2020
Organic,252,Recycling,Faridabad,2020
Paper,95,Composting,Kanpur,2022
Plastic,147,Composting,Vadodara,2020
Plastic,154,Composting,Indore,2021
